id;entity_type;entity_label;latitude;longitude;description;dist_board_name;luminaire_model;entity_gui_color;device_type_number;luminaire_nominal_power;luminaire_dist_board;luminaire_post_number;dist_board_number;device_status;luminaire_dimming;luminaire_switch;dist_board_power_mode
217;LUMINAIRE;LumDimm 15/075;49.018192;17.127003;Luminaire description;;DALYA M PLC 87W;;C039AN0685;87W;RVO 15;LumDimm 15/075;;Virtual;0;FALSE;
218;LUMINAIRE;LumDimm 15/076;49.018013;17.126535;Luminaire description;;DALYA M PLC 87W;;C039AN0685;87W;RVO 15;LumDimm 15/076;;Virtual;0;FALSE;
219;LUMINAIRE;LumDimm 15/077;49.017960;17.125963;Luminaire description;;DALYA M PLC 87W;;C039AN0685;87W;RVO 15;LumDimm 15/077;;Virtual;0;FALSE;
220;LUMINAIRE;LumDimm 15/078;49.017975;17.125418;Luminaire description;;DALYA M PLC 87W;;C039AN0685;87W;RVO 15;LumDimm 15/078;;Virtual;0;FALSE;
221;LUMINAIRE;LumDimm 15/079;49.017992;17.124899;Luminaire description;;DALYA M PLC 87W;;C039AN0685;87W;RVO 15;LumDimm 15/079;;Virtual;0;FALSE;
222;LUMINAIRE;LumDimm 15/084;49.019439;17.132280;Luminaire description;;DALYA M PLC 87W;;C039AN0685;87W;RVO 15;LumDimm 15/084;;Virtual;0;FALSE;
223;LUMINAIRE;LumDimm 15/085;49.019526;17.131733;Luminaire description;;DALYA M PLC 87W;;C039AN0685;87W;RVO 15;LumDimm 15/085;;Virtual;0;FALSE;
224;LUMINAIRE;LumDimm 15/086;49.019545;17.131007;Luminaire description;;DALYA M PLC 87W;;C039AN0685;87W;RVO 15;LumDimm 15/086;;Virtual;0;FALSE;
225;LUMINAIRE;LumDimm 15/092;49.017594;17.132942;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 15;LumDimm 15/092;;Virtual;0;FALSE;
226;LUMINAIRE;LumDimm 15/093;49.017267;17.133385;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 15;LumDimm 15/093;;Virtual;0;FALSE;
227;LUMINAIRE;LumDimm 15/094;49.017040;17.131437;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 15;LumDimm 15/094;;Virtual;0;FALSE;
228;LUMINAIRE;LumDimm 15/095;49.017144;17.131580;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 15;LumDimm 15/095;;Virtual;0;FALSE;
229;LUMINAIRE;LumDimm 15/096;49.017340;17.131395;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 15;LumDimm 15/096;;Virtual;0;FALSE;
230;LUMINAIRE;LumDimm 15/097;49.016956;17.131271;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 15;LumDimm 15/097;;Virtual;0;FALSE;
231;LUMINAIRE;LumDimm 15/098;49.017493;17.131279;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 15;LumDimm 15/098;;Virtual;0;FALSE;
232;LUMINAIRE;LumDimm 15/099;49.017697;17.131083;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 15;LumDimm 15/099;;Virtual;0;FALSE;
233;LUMINAIRE;LumDimm 15/102 A;49.018783;17.128380;Luminaire description;;DALYA M PLC 87W;;C039AN0685;87W;RVO 15;LumDimm 15/102 A;;Virtual;0;FALSE;
234;LUMINAIRE;LumDimm 15/102 B;49.018783;17.128380;Luminaire description;;DALYA M PLC 87W;;C039AN0685;87W;RVO 15;LumDimm 15/102 B;;Virtual;0;FALSE;
235;LUMINAIRE;LumDimm 17/001;49.018259;17.129407;Luminaire description;;DALYA S PLC 28W;;C039AR0053;28W;RVO 17;LumDimm 17/001;;Virtual;0;FALSE;
236;LUMINAIRE;LumDimm 17/002;49.018320;17.129003;Luminaire description;;DALYA S PLC 28W;;C039AR0053;28W;RVO 17;LumDimm 17/002;;Virtual;0;FALSE;
237;LUMINAIRE;LumDimm 17/004;49.018162;17.128408;Luminaire description;;DALYA M PLC 40W;;C039AN0682;40W;RVO 17;LumDimm 17/004;;Virtual;0;FALSE;
238;LUMINAIRE;LumDimm 17/005;49.017884;17.128372;Luminaire description;;DALYA M PLC 40W;;C039AN0682;40W;RVO 17;LumDimm 17/005;;Virtual;0;FALSE;
239;LUMINAIRE;LumDimm 17/006;49.017583;17.128331;Luminaire description;;DALYA M PLC 40W;;C039AN0682;40W;RVO 17;LumDimm 17/006;;Virtual;0;FALSE;
240;LUMINAIRE;LumDimm 17/007;49.017281;17.128291;Luminaire description;;DALYA M PLC 40W;;C039AN0682;40W;RVO 17;LumDimm 17/007;;Virtual;0;FALSE;
241;LUMINAIRE;LumDimm 17/008;49.016949;17.128252;Luminaire description;;DALYA M PLC 40W;;C039AN0682;40W;RVO 17;LumDimm 17/008;;Virtual;0;FALSE;
242;LUMINAIRE;LumDimm 17/009;49.016682;17.128211;Luminaire description;;DALYA M PLC 40W;;C039AN0682;40W;RVO 17;LumDimm 17/009;;Virtual;0;FALSE;
243;LUMINAIRE;LumDimm 17/010;49.016370;17.128170;Luminaire description;;DALYA M PLC 40W;;C039AN0682;40W;RVO 17;LumDimm 17/010;;Virtual;0;FALSE;
244;LUMINAIRE;LumDimm 17/012;49.015990;17.127922;Luminaire description;;DALYA M PLC 65W;;C039AN0683;65W;RVO 17;LumDimm 17/012;;Virtual;0;FALSE;
245;LUMINAIRE;LumDimm 17/013;49.015994;17.127528;Luminaire description;;DALYA M PLC 65W;;C039AN0683;65W;RVO 17;LumDimm 17/013;;Virtual;0;FALSE;
246;LUMINAIRE;LumDimm 17/014;49.015999;17.127138;Luminaire description;;DALYA M PLC 65W;;C039AN0683;65W;RVO 17;LumDimm 17/014;;Virtual;0;FALSE;
247;LUMINAIRE;LumDimm 17/015;49.015902;17.127032;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/015;;Virtual;0;FALSE;
248;LUMINAIRE;LumDimm 17/017;49.015907;17.126725;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/017;;Virtual;0;FALSE;
249;LUMINAIRE;LumDimm 17/018;49.015742;17.126431;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/018;;Virtual;0;FALSE;
250;LUMINAIRE;LumDimm 17/019;49.016003;17.126747;Luminaire description;;DALYA M PLC 65W;;C039AN0683;65W;RVO 17;LumDimm 17/019;;Virtual;0;FALSE;
251;LUMINAIRE;LumDimm 17/020;49.016008;17.126358;Luminaire description;;DALYA M PLC 65W;;C039AN0683;65W;RVO 17;LumDimm 17/020;;Virtual;0;FALSE;
252;LUMINAIRE;LumDimm 17/021;49.016235;17.126335;Luminaire description;;DALYA M PLC 65W;;C039AN0679;65W;RVO 17;LumDimm 17/021;;Virtual;0;FALSE;
253;LUMINAIRE;LumDimm 17/022;49.016507;17.126338;Luminaire description;;DALYA M PLC 65W;;C039AN0679;65W;RVO 17;LumDimm 17/022;;Virtual;0;FALSE;
254;LUMINAIRE;LumDimm 17/023;49.016522;17.126669;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/023;;Virtual;0;FALSE;
255;LUMINAIRE;LumDimm 17/024;49.016443;17.126944;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/024;;Virtual;0;FALSE;
256;LUMINAIRE;LumDimm 17/025;49.016774;17.126344;Luminaire description;;DALYA M PLC 65W;;C039AN0679;65W;RVO 17;LumDimm 17/025;;Virtual;0;FALSE;
257;LUMINAIRE;LumDimm 17/026;49.016867;17.126674;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/026;;Virtual;0;FALSE;
258;LUMINAIRE;LumDimm 17/027;49.016796;17.126955;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/027;;Virtual;0;FALSE;
259;LUMINAIRE;LumDimm 17/028;49.017037;17.126363;Luminaire description;;DALYA M PLC 65W;;C039AN0679;65W;RVO 17;LumDimm 17/028;;Virtual;0;FALSE;
260;LUMINAIRE;LumDimm 17/029;49.017298;17.126480;Luminaire description;;DALYA M PLC 65W;;C039AN0679;65W;RVO 17;LumDimm 17/029;;Virtual;0;FALSE;
261;LUMINAIRE;LumDimm 17/030;49.017443;17.126606;Luminaire description;;DALYA M PLC 65W;;C039AN0679;65W;RVO 17;LumDimm 17/030;;Virtual;0;FALSE;
262;LUMINAIRE;LumDimm 17/031;49.017229;17.126776;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/031;;Virtual;0;FALSE;
263;LUMINAIRE;LumDimm 17/032;49.017154;17.126977;Luminaire description;;DALYA S PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/032;;Virtual;0;FALSE;
264;LUMINAIRE;LumDimm 17/045;49.015574;17.131271;Luminaire description;;DALYA M PLC 25W;;C039AN0681;25W;RVO 17;LumDimm 17/045;;Virtual;0;FALSE;
265;LUMINAIRE;LumDimm 17/046;49.015259;17.131107;Luminaire description;;DALYA M PLC 25W;;C039AN0681;25W;RVO 17;LumDimm 17/046;;Virtual;0;FALSE;
266;LUMINAIRE;LumDimm 17/047;49.014952;17.130972;Luminaire description;;DALYA M PLC 25W;;C039AN0681;25W;RVO 17;LumDimm 17/047;;Virtual;0;FALSE;
267;LUMINAIRE;LumDimm 17/048;49.014615;17.130917;Luminaire description;;DALYA M PLC 25W;;C039AN0681;25W;RVO 17;LumDimm 17/048;;Virtual;0;FALSE;
268;LUMINAIRE;LumDimm 17/049;49.014316;17.130871;Luminaire description;;DALYA M PLC 25W;;C039AN0681;25W;RVO 17;LumDimm 17/049;;Virtual;0;FALSE;
269;LUMINAIRE;LumDimm 17/050 A;49.013923;17.130825;Luminaire description;;DALYA M PLC 25W;;C039AN0681;25W;RVO 17;LumDimm 17/050 A;;Virtual;0;FALSE;
270;LUMINAIRE;LumDimm 17/050 B;49.013923;17.130825;Luminaire description;;DALYA M PLC 25W;;C039AN0681;25W;RVO 17;LumDimm 17/050 B;;Virtual;0;FALSE;
271;LUMINAIRE;LumDimm 17/092;49.017839;17.130308;Luminaire description;;DALYA S PLC 28W;;C039AR0053;28W;RVO 17;LumDimm 17/092;;Virtual;0;FALSE;
272;LUMINAIRE;LumDimm 17/093;49.018097;17.130100;Luminaire description;;DALYA S PLC 28W;;C039AR0053;28W;RVO 17;LumDimm 17/093;;Virtual;0;FALSE;
273;LUMINAIRE;LumDimm 17/094;49.018201;17.129785;Luminaire description;;DALYA S PLC 28W;;C039AR0053;28W;RVO 17;LumDimm 17/094;;Virtual;0;FALSE;
274;LUMINAIRE;LumDimm 17/095;49.017909;17.129663;Luminaire description;;DALYA S PLC 28W;;C039AR0053;28W;RVO 17;LumDimm 17/095;;Virtual;0;FALSE;
275;LUMINAIRE;LumDimm 17/096;49.0161;17.12595;Luminaire description;;DALYA M PLC 65W;;C039AN0683;65W;RVO 17;LumDimm 17/096;;Virtual;0;FALSE;
276;LUMINAIRE;LumDimm 17/097;49.01612;17.12563;Luminaire description;;DALYA M PLC 65W;;C039AN0683;65W;RVO 17;LumDimm 17/097;;Virtual;0;FALSE;
277;LUMINAIRE;LumDimm 17/098;49.01614;17.12532;Luminaire description;;DALYA M PLC 65W;;C039AN0683;65W;RVO 17;LumDimm 17/098;;Virtual;0;FALSE;
278;LUMINAIRE;LumDimm 17/059;49.016177;17.131334;Luminaire description;;DALYA M PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/059;;Virtual;0;FALSE;
279;LUMINAIRE;LumDimm 17/060;49.016370;17.131372;Luminaire description;;DALYA M PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/060;;Virtual;0;FALSE;
280;LUMINAIRE;LumDimm 17/061;49.016614;17.131426;Luminaire description;;DALYA M PLC 28W;;C039AR0055;28W;RVO 17;LumDimm 17/061;;Virtual;0;FALSE;
281;LUMINAIRE;LumDimm 2/030;49.00611487;17.12994668;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/030;;Virtual;0;FALSE;
282;LUMINAIRE;LumDimm 2/031;49.00640102;17.12986702;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/031;;Virtual;0;FALSE;
283;LUMINAIRE;LumDimm 2/032;49.00648379;17.12978632;Luminaire description;;DALYA M PLC 47W;;C039AN0694;47W;RVO 2;LumDimm 2/032;;Virtual;0;FALSE;
284;LUMINAIRE;LumDimm 2/033;49.00662241;17.12992181;Luminaire description;;DALYA M PLC 47W;;C039AN0694;47W;RVO 2;LumDimm 2/033;;Virtual;0;FALSE;
285;LUMINAIRE;LumDimm 2/034;49.00662574;17.13001047;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/034;;Virtual;0;FALSE;
286;LUMINAIRE;LumDimm 2/035;49.00690301;17.13032199;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/035;;Virtual;0;FALSE;
287;LUMINAIRE;LumDimm 2/036;49.00654502;17.13032803;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/036;;Virtual;0;FALSE;
288;LUMINAIRE;LumDimm 2/037A;49.00632801;17.13046901;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/037A;;Virtual;0;FALSE;
289;LUMINAIRE;LumDimm 2/037B;49.00632399;17.13050304;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/037B;;Virtual;0;FALSE;
290;LUMINAIRE;LumDimm 2/038;49.00607203;17.13054897;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/038;;Virtual;0;FALSE;
291;LUMINAIRE;LumDimm 2/039A;49.00581898;17.13046096;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/039A;;Virtual;0;FALSE;
292;LUMINAIRE;LumDimm 2/039B;49.00581202;17.13044101;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/039B;;Virtual;0;FALSE;
293;LUMINAIRE;LumDimm 2/040;49.00625702;17.13013197;Luminaire description;;DALYA M PLC 65W;;H039AN0693;65W;RVO 2;LumDimm 2/040;;Virtual;0;FALSE;
