date,temperaturemin,temperaturemax
2015-11-30,45,60.1
2015-12-01,43,53.1
2015-12-02,52,64
2015-12-03,39,57.9
2015-12-04,33.1,54
2015-12-05,29.1,55.9
2015-12-06,29.1,60.1
2015-12-07,41,57.9
2015-12-08,36,61
2015-12-09,42.1,64
2015-12-10,44.1,66.9
2015-12-11,50,71.1
2015-12-12,53.1,75
2015-12-13,50,73
2015-12-14,62.1,75
2015-12-15,48,72
2015-12-16,43,64.9
2015-12-17,51.1,59
2015-12-18,37,59
2015-12-19,26.2,48
2015-12-20,27.1,54
2015-12-21,36,57
2015-12-22,51.1,64.9
2015-12-23,61,73
2015-12-24,66,77
2015-12-25,64.9,73.9
2015-12-26,63,73.9
2015-12-27,64,75.9
2015-12-28,51.1,68
2015-12-29,53.1,73.9
2015-12-30,63,66.9
2015-12-31,51.1,66
2016-01-01,43,51.1
2016-01-02,32,52
2016-01-03,31.1,53.1
2016-01-04,29.1,43
2016-01-05,23.2,34
2016-01-06,21.2,45
2016-01-07,37,44.1
2016-01-08,39.9,46.9
2016-01-09,45,54
2016-01-10,37,63
2016-01-11,27.1,45
2016-01-12,28.2,54
2016-01-13,27.1,43
2016-01-14,27.1,60.1
2016-01-15,35.1,51.1
2016-01-16,42.1,61
2016-01-17,29.1,42.1
2016-01-18,22.1,35.1
2016-01-19,18.1,32
2016-01-20,18.1,39
2016-01-21,26.2,44.1
2016-01-22,25.2,32
2016-01-23,24.3,32
2016-01-24,28.2,46.9
2016-01-25,24.3,52
2016-01-26,35.1,61
2016-01-27,39.9,52
2016-01-28,34,45
2016-01-29,31.1,54
2016-01-30,26.2,55.9
2016-01-31,37.9,70
2016-02-01,46.9,72
2016-02-02,48.9,60.1
2016-02-03,51.1,72
2016-02-04,42.1,63
2016-02-05,29.1,46.9
2016-02-06,26.2,48
2016-02-07,37,44.1
2016-02-08,28.2,55.9
2016-02-09,29.1,44.1
2016-02-10,24.3,39.9
2016-02-11,19.2,41
2016-02-12,25.2,32
2016-02-13,21.2,34
2016-02-14,15.3,32
2016-02-15,23.2,35.1
2016-02-16,35.1,60.1
2016-02-17,37.9,57
2016-02-18,32,51.1
2016-02-19,26.2,53.1
2016-02-20,43,66
2016-02-21,45,71.1
2016-02-22,45,57
2016-02-23,43,46
2016-02-24,45,73
2016-02-25,39.9,55
2016-02-26,31.1,50
2016-02-27,24.3,52
2016-02-28,31.1,66.9
2016-02-29,46,73
2016-03-01,37.9,73.9
2016-03-02,35.1,64
2016-03-03,28.2,48.9
2016-03-04,35.1,52
2016-03-05,34,55
2016-03-06,37,57.9
2016-03-07,35.1,68
2016-03-08,46.9,78.1
2016-03-09,51.1,78.1
2016-03-10,57,79
2016-03-11,63,80.1
2016-03-12,59,78.1
2016-03-13,60.1,77
2016-03-14,57.9,80.1
2016-03-15,55,78.1
2016-03-16,57,86
2016-03-17,46,77
2016-03-18,48,72
2016-03-19,43,60.1
2016-03-20,39.9,43
2016-03-21,37,57
2016-03-22,32,66
2016-03-23,48,77
2016-03-24,54,78.1
2016-03-25,64,75.9
2016-03-26,55,64.9
2016-03-27,54,59
2016-03-28,54,75
2016-03-29,45,66.9
2016-03-30,42.1,69.1
2016-03-31,55,77
2016-04-01,66.9,78.1
2016-04-02,55.9,71.1
2016-04-03,44.1,62.1
2016-04-04,46,75.9
2016-04-05,37,62.1
2016-04-06,29.1,63
2016-04-07,53.1,69.1
2016-04-08,41,63
2016-04-09,37.9,52
2016-04-10,29.1,60.1
2016-04-11,46.9,75.9
2016-04-12,55,64
2016-04-13,45,64
2016-04-14,37.9,66
2016-04-15,39.9,66.9
2016-04-16,35.1,70
2016-04-17,37,72
2016-04-18,42.1,84
2016-04-19,53.1,88
2016-04-20,57,75
2016-04-21,53.1,81
2016-04-22,62.1,72
2016-04-23,61,77
2016-04-24,50,73.9
2016-04-25,53.1,81
2016-04-26,59,84
2016-04-27,64,87.1
2016-04-28,64,84.9
2016-04-29,60.1,78.1
2016-04-30,57.9,64.9
2016-05-01,59,77
2016-05-02,66,87.1
2016-05-03,63,79
2016-05-04,55,73.9
2016-05-05,48.9,61
2016-05-06,50,66.9
2016-05-07,50,75
2016-05-08,60.1,82
2016-05-09,57.9,81
2016-05-10,64.9,84
2016-05-11,63,82.9
2016-05-12,64,81
2016-05-13,59,78.1
2016-05-14,52,82
2016-05-15,48,66.9
2016-05-16,42.1,73
2016-05-17,57,69.1
2016-05-18,57,64
2016-05-19,57,62.1
2016-05-20,55.9,71.1
2016-05-21,62.1,77
2016-05-22,53.1,70
2016-05-23,51.1,68
2016-05-24,50,82.9
2016-05-25,59,87.1
2016-05-26,64,89.1
2016-05-27,68,88
2016-05-28,59,87.1
2016-05-29,64.9,75.9
2016-05-30,66,84
2016-05-31,70,84.9
2016-06-01,66.9,86
2016-06-02,70,88
2016-06-03,70,91
2016-06-04,69.1,91.9
2016-06-05,70,89.1
2016-06-06,71.1,82
2016-06-07,66.9,88
2016-06-08,57.9,81
2016-06-09,52,82
2016-06-10,59,84.9
2016-06-11,69.1,91.9
2016-06-12,70,93
2016-06-13,62.1,84.9
2016-06-14,59,90
2016-06-15,70,91
2016-06-16,73,91.9
2016-06-17,66.9,82.9
2016-06-18,59,82
2016-06-19,55.9,84
2016-06-20,55.9,88
2016-06-21,66.9,91
2016-06-22,72,91.9
2016-06-23,66.9,91
2016-06-24,69.1,88
2016-06-25,71.1,84.9
2016-06-26,64,84.9
2016-06-27,64.9,90
2016-06-28,71.1,78.1
2016-06-29,69.1,89.1
2016-06-30,69.1,88
2016-07-01,72,89.1
2016-07-02,71.1,88
2016-07-03,70,78.1
2016-07-04,69.1,84.9
2016-07-05,73,95
2016-07-06,72,91
2016-07-07,73,93
2016-07-08,71.1,93.9
2016-07-09,68,91
2016-07-10,69.1,88
2016-07-11,73,90
2016-07-12,70,91
2016-07-13,72,93.9
2016-07-14,73,95
2016-07-15,71.1,95
2016-07-16,70,87.1
2016-07-17,68,90
2016-07-18,72,93
2016-07-19,73.9,93
2016-07-20,70,89.1
2016-07-21,70,90
2016-07-22,73,93
2016-07-23,72,95
2016-07-24,73.9,95
2016-07-25,77,96.1
2016-07-26,75,97
2016-07-27,75.9,95
2016-07-28,73.9,96.1
2016-07-29,75,91.9
2016-07-30,73.9,95
2016-07-31,72,96.1
2016-08-01,73,91
2016-08-02,73,91
2016-08-03,73,88
2016-08-04,69.1,87.1
2016-08-05,73,88
2016-08-06,73.9,93
2016-08-07,73.9,86
2016-08-08,73,89.1
2016-08-09,75,91
2016-08-10,73,91.9
2016-08-11,73.9,91.9
2016-08-12,75.9,93.9
2016-08-13,77,93.9
2016-08-14,77,96.1
2016-08-15,75,96.1
2016-08-16,75,95
2016-08-17,75,97
2016-08-18,73.9,93
2016-08-19,75,91
2016-08-20,73.9,91
2016-08-21,73.9,93.9
2016-08-22,66.9,87.1
2016-08-23,64.9,89.1
2016-08-24,64,87.1
2016-08-25,64.9,91.9
2016-08-26,72,99
2016-08-27,75,98.1
2016-08-28,71.1,90
2016-08-29,69.1,90
2016-08-30,66.9,91.9
2016-08-31,71.1,95
2016-09-01,71.1,93.9
2016-09-02,64,75
2016-09-03,64,81
2016-09-04,61,82.9
2016-09-05,57.9,84
2016-09-06,61,91
2016-09-07,66.9,93.9
2016-09-08,68,96.1
2016-09-09,71.1,93.9
2016-09-10,73.9,91.9
2016-09-11,72,91
2016-09-12,69.1,88
2016-09-13,64,91
2016-09-14,66,91
2016-09-15,66,90
2016-09-16,68,82.9
2016-09-17,66,89.1
2016-09-18,71.1,90
2016-09-19,71.1,79
2016-09-20,71.1,75
2016-09-21,70,75
2016-09-22,71.1,82.9
2016-09-23,66.9,84.9
2016-09-24,64,91.9
2016-09-25,69.1,73.9
2016-09-26,64.9,75.9
2016-09-27,66.9,80.1
2016-09-28,66,86
2016-09-29,64.9,79
2016-09-30,71.1,82.9
2016-10-01,66,84
2016-10-02,62.1,79
2016-10-03,62.1,79
2016-10-04,62.1,75.9
2016-10-05,60.1,72
2016-10-06,59,72
2016-10-07,64.9,73.9
2016-10-08,63,70
2016-10-09,52,73
2016-10-10,45,68
2016-10-11,43,68
2016-10-12,48,73
2016-10-13,48,79
2016-10-14,53.1,70
2016-10-15,52,72
2016-10-16,51.1,78.1
2016-10-17,57,82
2016-10-18,60.1,84
2016-10-19,62.1,88
2016-10-20,61,86
2016-10-21,55.9,78.1
2016-10-22,42.1,64
2016-10-23,39.9,70
2016-10-24,46.9,78.1
2016-10-25,44.1,66
2016-10-26,39,68
2016-10-27,46.9,75
2016-10-28,54,73.9
2016-10-29,48,78.1
2016-10-30,55.9,84
2016-10-31,54,71.1
2016-11-01,52,64
2016-11-02,50,79
2016-11-03,55.9,82.9
2016-11-04,45,69.1
2016-11-05,37.9,64.9
2016-11-06,37,71.1
2016-11-07,37.9,64
2016-11-08,33.1,66.9
2016-11-09,46.9,66.9
2016-11-10,37,64.9
2016-11-11,36,70
2016-11-12,30.2,55
2016-11-13,24.3,64
2016-11-14,44.1,54
2016-11-15,37,64
2016-11-16,35.1,69.1
2016-11-17,37,69.1
2016-11-18,39,75.9
2016-11-19,42.1,77
2016-11-20,31.1,53.1
2016-11-21,27.1,54
2016-11-22,27.1,57.9
2016-11-23,28.2,62.1
2016-11-24,46.9,72
2016-11-25,52,73.9
2016-11-26,32,57.9
2016-11-27,27.1,55.9
2016-11-28,31.1,59
2016-11-29,57.9,72
2016-11-30,64.9,77
2016-12-01,46,68
2016-12-02,33.1,57.9
2016-12-03,33.1,54
2016-12-04,41,46.9
2016-12-05,42.1,59
2016-12-06,43,48.9
2016-12-07,37,60.1
2016-12-08,37.9,52
2016-12-09,27.1,41
2016-12-10,20.1,45
2016-12-11,23.2,46
2016-12-12,37,62.1
2016-12-13,37.9,55
2016-12-14,34,52
2016-12-15,24.3,41
2016-12-16,19.2,32
2016-12-17,28.2,48.9
2016-12-18,43,75
2016-12-19,34,46.9
2016-12-20,29.1,45
2016-12-21,27.1,59
2016-12-22,37.9,66
2016-12-23,29.1,53.1
2016-12-24,43,59
2016-12-25,48,60.1
2016-12-26,46.9,60.1
2016-12-27,52,68
2016-12-28,36,60.1
2016-12-29,39,63
2016-12-30,28.2,48
2016-12-31,23.2,50
2017-01-01,41,50
2017-01-02,46.9,51.1
2017-01-03,46.9,55.9
2017-01-04,41,64
2017-01-05,29.1,44.1
2017-01-06,32,43
2017-01-07,20.1,32
2017-01-08,15.3,27.1
2017-01-09,9.1,31.1
2017-01-10,24.3,48
2017-01-11,39.9,57
2017-01-12,54,73
2017-01-13,50,75.9
2017-01-14,42.1,55
2017-01-15,39.9,57
2017-01-16,44.1,51.1
2017-01-17,46.9,62.1
2017-01-18,45,70
2017-01-19,36,63
2017-01-20,46,59
2017-01-21,51.1,55
2017-01-22,53.1,55.9
2017-01-23,43,60.1
2017-01-24,41,63
2017-01-25,36,73
2017-01-26,43,70
2017-01-27,30.2,51.1
2017-01-28,27.1,52
2017-01-29,30.2,54
2017-01-30,30.2,46
2017-01-31,31.1,68
2017-02-01,42.1,70
2017-02-02,37,61
2017-02-03,34,48.9
2017-02-04,26.2,45
2017-02-05,27.1,60.1
2017-02-06,31.1,68
2017-02-07,48.9,75.9
2017-02-08,54,73.9
2017-02-09,32,60.1
2017-02-10,26.2,51.1
2017-02-11,41,73
2017-02-12,57.9,82.9
2017-02-13,37,64
2017-02-14,30.2,64
2017-02-15,39,55.9
2017-02-16,32,53.1
2017-02-17,34,66
2017-02-18,37,73
2017-02-19,44.1,73
2017-02-20,42.1,73
2017-02-21,44.1,66
2017-02-22,51.1,70
2017-02-23,50,77
2017-02-24,46.9,80.1
2017-02-25,52,81
2017-02-26,37,55.9
2017-02-27,35.1,66
2017-02-28,50,77
2017-03-01,59,79
2017-03-02,39,62.1
2017-03-03,31.1,54
2017-03-04,25.2,54
2017-03-05,30.2,53.1
2017-03-06,34,64.9
2017-03-07,48.9,73.9
2017-03-08,46,69.1
2017-03-09,37,75
2017-03-10,41,69.1
2017-03-11,31.1,50
2017-03-12,30.2,48
2017-03-13,26.2,42.1
2017-03-14,30.2,54
2017-03-15,24.3,39.9
2017-03-16,24.3,50
2017-03-17,23.2,57.9
2017-03-18,44.1,64
2017-03-19,36,57
2017-03-20,30.2,66
2017-03-21,50,82
2017-03-22,39,64
2017-03-23,31.1,55.9
2017-03-24,37,71.1
2017-03-25,52,75.9
2017-03-26,52,77
2017-03-27,59,79
2017-03-28,60.1,80.1
2017-03-29,55,73
2017-03-30,55,66.9
2017-03-31,57.9,79
2017-04-01,48.9,75
2017-04-02,48.9,69.1
2017-04-03,50,75.9
2017-04-04,63,82
2017-04-05,53.1,78.1
2017-04-06,50,70
2017-04-07,43,59
2017-04-08,34,66.9
2017-04-09,37.9,77
2017-04-10,48.9,78.1
2017-04-11,55,82
2017-04-12,55.9,82.9
2017-04-13,54,80.1
2017-04-14,53.1,81
2017-04-15,61,84.9
2017-04-16,60.1,82
2017-04-17,62.1,86
2017-04-18,61,73.9
2017-04-19,55,69.1
2017-04-20,55.9,84.9
2017-04-21,63,89.1
2017-04-22,55.9,87.1
2017-04-23,53.1,55.9
2017-04-24,53.1,60.1
2017-04-25,57.9,70
2017-04-26,55.9,81
2017-04-27,62.1,82
2017-04-28,69.1,88
2017-04-29,72,89.1
2017-04-30,70,86
2017-05-01,68,84.9
2017-05-02,60.1,77
2017-05-03,53.1,79
2017-05-04,57,80.1
2017-05-05,55.9,78.1
2017-05-06,53.1,66.9
2017-05-07,45,69.1
2017-05-08,43,71.1
2017-05-09,43,64
2017-05-10,57,82.9
2017-05-11,61,84
2017-05-12,54,61
2017-05-13,52,66
2017-05-14,48.9,81
2017-05-15,60.1,84.9
2017-05-16,57,87.1
2017-05-17,66,89.1
2017-05-18,66,86
2017-05-19,68,89.1
2017-05-20,66.9,90
2017-05-21,60.1,75.9
2017-05-22,68,80.1
2017-05-23,66.9,71.1
2017-05-24,64.9,73.9
2017-05-25,60.1,75.9
2017-05-26,59,81
2017-05-27,61,88
2017-05-28,66.9,86
2017-05-29,64,87.1
2017-05-30,68,82
2017-05-31,68,86
2017-06-01,62.1,84.9
2017-06-02,61,84.9
2017-06-03,57,88
2017-06-04,61,90
2017-06-05,66.9,84.9
2017-06-06,64,82.9
2017-06-07,59,77
2017-06-08,55,73
2017-06-09,53.1,82.9
2017-06-10,61,89.1
2017-06-11,66.9,90
2017-06-12,66.9,89.1
2017-06-13,66.9,89.1
2017-06-14,66,93
2017-06-15,70,91
2017-06-16,70,89.1
2017-06-17,72,86
2017-06-18,73.9,91
2017-06-19,70,91.9
2017-06-20,66.9,82
2017-06-21,66,84.9
2017-06-22,71.1,84
2017-06-23,73,91
2017-06-24,71.1,91
2017-06-25,66.9,84
2017-06-26,60.1,84.9
2017-06-27,59,82.9
2017-06-28,57,82.9
2017-06-29,60.1,87.1
2017-06-30,69.1,87.1
2017-07-01,73,90
2017-07-02,71.1,91.9
2017-07-03,70,93
2017-07-04,71.1,91.9
2017-07-05,70,89.1
2017-07-06,68,93
2017-07-07,73,91
2017-07-08,71.1,95
2017-07-09,69.1,88
2017-07-10,70,90
2017-07-11,71.1,95
2017-07-12,75,93.9
2017-07-13,78.1,97
2017-07-14,77,97
2017-07-15,75,93.9
2017-07-16,73,91
2017-07-17,71.1,90
2017-07-18,71.1,89.1
2017-07-19,66.9,93.9
2017-07-20,71.1,99
2017-07-21,73.9,98.1
2017-07-22,75.9,100.9
2017-07-23,71.1,102
2017-07-24,71.1,93
2017-07-25,73.9,91
2017-07-26,72,90
2017-07-27,72,93.9
2017-07-28,75,93.9
2017-07-29,70,82
2017-07-30,63,84.9
2017-07-31,57.9,87.1
2017-08-01,60.1,88
2017-08-02,66,91
2017-08-03,68,93.9
2017-08-04,68,91.9
2017-08-05,68,91.9
2017-08-06,64.9,90
2017-08-07,73.9,91.9
2017-08-08,68,78.1
2017-08-09,66.9,84
2017-08-10,63,88
2017-08-11,73,89.1
2017-08-12,73,91.9
2017-08-13,73,81
2017-08-14,73,88
2017-08-15,75.9,91
2017-08-16,73.9,91.9
2017-08-17,75,93.9
2017-08-18,75,98.1
2017-08-19,73,91.9
2017-08-20,71.1,95
2017-08-21,71.1,93
2017-08-22,73.9,96.1
2017-08-23,73.9,95
2017-08-24,71.1,84
2017-08-25,68,84.9
2017-08-26,68,82.9
2017-08-27,63,81
2017-08-28,62.1,78.1
2017-08-29,64,71.1
2017-08-30,59,84
2017-08-31,69.1,87.1
2017-09-01,64,78.1
2017-09-02,61,82.9
2017-09-03,62.1,82.9
2017-09-04,59,87.1
2017-09-05,64,90
2017-09-06,61,82
2017-09-07,53.1,75.9
2017-09-08,51.1,77
2017-09-09,53.1,75.9
2017-09-10,51.1,71.1
2017-09-11,57.9,66.9
2017-09-12,63,79
2017-09-13,61,84
2017-09-14,64,82.9
2017-09-15,63,84.9
2017-09-16,62.1,84.9
2017-09-17,63,84.9
2017-09-18,64.9,82.9
2017-09-19,64,84.9
2017-09-20,62.1,91
2017-09-21,64.9,88
2017-09-22,61,89.1
2017-09-23,61,87.1
2017-09-24,63,87.1
2017-09-25,63,82.9
2017-09-26,69.1,84.9
2017-09-27,68,91
2017-09-28,63,93.9
2017-09-29,60.1,72
2017-09-30,54,77
2017-10-01,48,71.1
2017-10-02,46.9,75.9
2017-10-03,50,77
2017-10-04,50,82
2017-10-05,54,84.9
2017-10-06,55,86
2017-10-07,59,86
2017-10-08,73.9,84
2017-10-09,73.9,91.9
2017-10-10,75,90
2017-10-11,73,89.1
2017-10-12,64.9,77
2017-10-13,63,71.1
2017-10-14,62.1,78.1
2017-10-15,62.1,82.9
2017-10-16,51.1,69.1
2017-10-17,42.1,64
2017-10-18,37,68
2017-10-19,42.1,75.9
2017-10-20,43,77
2017-10-21,48,79
2017-10-22,51.1,79
2017-10-23,61,75.9
2017-10-24,52,72
2017-10-25,42.1,66
2017-10-26,39.9,63
2017-10-27,37.9,73
2017-10-28,46.9,73.9
2017-10-29,41,68
2017-10-30,36,59
2017-10-31,39,69.1
2017-11-01,46,73
2017-11-02,55,78.1
2017-11-03,52,81
2017-11-04,55.9,64
2017-11-05,51.1,70
2017-11-06,53.1,75.9
2017-11-07,44.1,63
2017-11-08,43,45
2017-11-09,45,50
2017-11-10,35.1,57.9
2017-11-11,28.2,46
2017-11-12,28.2,48.9
2017-11-13,42.1,60.1
2017-11-14,43,52
2017-11-15,33.1,54
2017-11-16,36,66.9
2017-11-17,34,57
2017-11-18,33.1,66.9
2017-11-19,34,64
2017-11-20,28.2,57
2017-11-21,30.2,64
2017-11-22,42.1,62.1
2017-11-23,29.1,50
2017-11-24,26.2,57
2017-11-25,29.1,66.9
2017-11-26,33.1,62.1
2017-11-27,26.2,61
2017-11-28,29.1,64.9
2017-11-29,39.9,70
2017-11-30,35.1,69.1
2017-12-01,41,63
2017-12-02,45,51.1
2017-12-03,42.1,64
2017-12-04,33.1,61
2017-12-05,41,69.1
2017-12-06,41,57
2017-12-07,39.9,48.9
2017-12-08,32,43
2017-12-09,32,34
2017-12-10,27.1,43
2017-12-11,26.2,55
2017-12-12,30.2,53.1
2017-12-13,21.2,43
2017-12-14,30.2,57
2017-12-15,31.1,43
2017-12-16,24.3,50
2017-12-17,27.1,51.1
2017-12-18,35.1,61
2017-12-19,36,70
2017-12-20,48,55.9
2017-12-21,36,53.1
2017-12-22,36,61
2017-12-23,48,71.1
2017-12-24,43,61
2017-12-25,30.2,46.9
2017-12-26,27.1,43
2017-12-27,27.1,45
2017-12-28,18.1,30.2
2017-12-29,15.3,42.1
2017-12-30,27.1,52
2017-12-31,23.2,35.1
2018-01-01,13.1,28.2
2018-01-02,12.2,32
2018-01-03,9.1,32
2018-01-04,18.1,30.2
2018-01-05,12.2,31.1
2018-01-06,12.2,27.1
2018-01-07,4.1,30.2
2018-01-08,16.2,46.9
2018-01-09,29.1,63
2018-01-10,43,61
2018-01-11,41,64
2018-01-12,55.9,71.1
2018-01-13,29.1,55.9
2018-01-14,21.2,33.1
2018-01-15,17.2,39
2018-01-16,20.1,46.9
2018-01-17,23.2,37.9
2018-01-18,10.2,34
2018-01-19,19.2,48.9
2018-01-20,26.2,55.9
2018-01-21,31.1,68
2018-01-22,37.9,62.1
2018-01-23,46.9,70
2018-01-24,34,54
2018-01-25,26.2,48.9
2018-01-26,25.2,57
2018-01-27,31.1,66.9
2018-01-28,52,60.1
2018-01-29,33.1,52
2018-01-30,25.2,39.9
2018-01-31,19.2,46.9
2018-02-01,31.1,62.1
2018-02-02,24.3,57
2018-02-03,18.1,42.1
2018-02-04,33.1,55.9
2018-02-05,29.1,48
2018-02-06,29.1,59
2018-02-07,44.1,64.9
2018-02-08,33.1,50
2018-02-09,28.2,57.9
2018-02-10,43,64.9
2018-02-11,64,72
2018-02-12,42.1,64.9
2018-02-13,37,44.1
2018-02-14,37,57.9
2018-02-15,54,75
2018-02-16,55.9,81
2018-02-17,39.9,55.9
2018-02-18,39,61
2018-02-19,39.9,50
2018-02-20,50,72
2018-02-21,63,77
2018-02-22,61,78.1
2018-02-23,52,70
2018-02-24,57,78.1
2018-02-25,60.1,73
2018-02-26,39.9,63
2018-02-27,35.1,61
2018-02-28,39,57
2018-03-01,50,57
2018-03-02,41,55
2018-03-03,35.1,57
2018-03-04,35.1,55.9
2018-03-05,26.2,54
2018-03-06,32,42.1
2018-03-07,35.1,54
2018-03-08,27.1,46.9
2018-03-09,25.2,52
2018-03-10,37.9,55.9
2018-03-11,37.9,48.9
2018-03-12,32,37.9
2018-03-13,29.1,48
2018-03-14,31.1,44.1
2018-03-15,24.3,64.9
2018-03-16,39,68
2018-03-17,34,71.1
2018-03-18,39.9,60.1
2018-03-19,44.1,64.9
2018-03-20,36,57
2018-03-21,32,42.1
2018-03-22,32,53.1
2018-03-23,27.1,55.9
2018-03-24,27.1,50
2018-03-25,33.1,54
2018-03-26,32,53.1
2018-03-27,34,48.9
2018-03-28,43,75.9
2018-03-29,55.9,80.1
2018-03-30,51.1,71.1
2018-03-31,39.9,64
2018-04-01,41,75
2018-04-02,51.1,81
2018-04-03,45,75
2018-04-04,48,77
2018-04-05,34,61
2018-04-06,45,73
2018-04-07,33.1,62.1
2018-04-08,32,52
2018-04-09,39.9,57
2018-04-10,39,62.1
2018-04-11,37.9,62.1
2018-04-12,44.1,75
2018-04-13,52,80.1
2018-04-14,59,81
2018-04-15,61,82
2018-04-16,41,64
2018-04-17,33.1,62.1
2018-04-18,42.1,82
2018-04-19,45,75.9
2018-04-20,34,64.9
2018-04-21,37,68
2018-04-22,42.1,70
2018-04-23,52,66
2018-04-24,53.1,64.9
2018-04-25,51.1,68
2018-04-26,48,75
2018-04-27,54,73
2018-04-28,50,78.1
2018-04-29,44.1,66
2018-04-30,36,72
2018-05-01,45,82.9
2018-05-02,53.1,84.9
2018-05-03,57,84.9
2018-05-04,60.1,84.9
2018-05-05,63,82
2018-05-06,62.1,84.9
2018-05-07,55,73.9
2018-05-08,53.1,77
2018-05-09,50,79
2018-05-10,59,87.1
2018-05-11,59,89.1
2018-05-12,66.9,91.9
2018-05-13,66,93
2018-05-14,68,93
2018-05-15,69.1,88
2018-05-16,68,84.9
2018-05-17,69.1,77
2018-05-18,71.1,82
2018-05-19,69.1,75
2018-05-20,69.1,86
2018-05-21,68,86
2018-05-22,66.9,84.9
2018-05-23,69.1,87.1
2018-05-24,68,84
2018-05-25,64.9,86
2018-05-26,68,87.1
2018-05-27,69.1,87.1
2018-05-28,69.1,75.9
2018-05-29,69.1,82
2018-05-30,73,84.9
2018-05-31,71.1,88
2018-06-01,69.1,91.9
2018-06-02,68,87.1
2018-06-03,69.1,88
2018-06-04,64,84.9
2018-06-05,57,82
2018-06-06,61,84.9
2018-06-07,62.1,84.9
2018-06-08,64.9,89.1
2018-06-09,68,89.1
2018-06-10,66.9,91
2018-06-11,64,84.9
2018-06-12,63,70
2018-06-13,66.9,84.9
2018-06-14,70,91
2018-06-15,69.1,86
2018-06-16,64.9,90
2018-06-17,70,93
2018-06-18,73.9,93.9
2018-06-19,73,96.1
2018-06-20,73,93.9
2018-06-21,72,91.9
2018-06-22,71.1,95
2018-06-23,73.9,91.9
2018-06-24,73,96.1
2018-06-25,72,88
2018-06-26,66,73.9
2018-06-27,64.9,86
2018-06-28,68,90
2018-06-29,70,91.9
2018-06-30,71.1,93.9
2018-07-01,73,95
2018-07-02,75,95
2018-07-03,75,95
2018-07-04,72,93
2018-07-05,72,95
2018-07-06,71.1,93
2018-07-07,66.9,79
2018-07-08,62.1,82
2018-07-09,57,87.1
2018-07-10,59,91
2018-07-11,66.9,96.1
2018-07-12,72,87.1
2018-07-13,68,88
2018-07-14,64.9,89.1
2018-07-15,68,95
2018-07-16,73.9,95
2018-07-17,72,98.1
2018-07-18,72,89.1
2018-07-19,63,90
2018-07-20,69.1,86
2018-07-21,69.1,88
2018-07-22,68,89.1
2018-07-23,70,88
2018-07-24,71.1,86
2018-07-25,69.1,82
2018-07-26,68,91.9
2018-07-27,73,95
2018-07-28,71.1,91
2018-07-29,70,88
2018-07-30,72,86
2018-07-31,73,87.1
2018-08-01,73,90
2018-08-02,71.1,89.1
2018-08-03,70,77
2018-08-04,71.1,89.1
2018-08-05,72,93
2018-08-06,72,91.9
2018-08-07,71.1,93
2018-08-08,69.1,93.9
2018-08-09,69.1,90
2018-08-10,69.1,91
2018-08-11,72,91
2018-08-12,70,89.1
2018-08-13,66.9,84.9
2018-08-14,64.9,86
2018-08-15,68,90
2018-08-16,68,91.9
2018-08-17,73,91
2018-08-18,73,88
2018-08-19,68,88
2018-08-20,68,87.1
2018-08-21,71.1,87.1
2018-08-22,70,88
2018-08-23,60.1,80.1
2018-08-24,55,82
2018-08-25,59,82.9
2018-08-26,60.1,88
2018-08-27,69.1,93
2018-08-28,71.1,93.9
2018-08-29,72,93.9
2018-08-30,73,95
2018-08-31,69.1,91.9
2018-09-01,71.1,93
2018-09-02,69.1,90
2018-09-03,69.1,91
2018-09-04,72,91.9
2018-09-05,71.1,91
2018-09-06,71.1,91.9
2018-09-07,71.1,91.9
2018-09-08,71.1,91
2018-09-09,66.9,80.1
2018-09-10,66.9,88
2018-09-11,68,88
2018-09-12,72,88
2018-09-13,73.9,81
2018-09-14,73,79
2018-09-15,73,77
2018-09-16,73,75.9
2018-09-17,72,88
2018-09-18,71.1,84.9
2018-09-19,64.9,88
2018-09-20,66.9,87.1
2018-09-21,70,82.9
2018-09-22,66.9,88
2018-09-23,64,75.9
2018-09-24,64,73.9
2018-09-25,69.1,84.9
2018-09-26,66,87.1
2018-09-27,70,79
2018-09-28,64.9,79
2018-09-29,60.1,82
2018-09-30,62.1,81
2018-10-01,60.1,82
2018-10-02,61,82.9
2018-10-03,64,86
2018-10-04,66,89.1
2018-10-05,68,90
2018-10-06,68,82
2018-10-07,66,87.1
2018-10-08,69.1,84.9
2018-10-09,66.9,80.1
2018-10-10,69.1,81
2018-10-11,63,79
2018-10-12,51.1,71.1
2018-10-13,48,70
2018-10-14,48.9,64.9
2018-10-15,59,80.1
2018-10-16,64,75
2018-10-17,53.1,71.1
2018-10-18,43,62.1
2018-10-19,39,69.1
2018-10-20,54,66.9
2018-10-21,37,57.9
2018-10-22,34,62.1
2018-10-23,42.1,66
2018-10-24,37.9,61
2018-10-25,36,55
2018-10-26,42.1,52
2018-10-27,46.9,55
2018-10-28,42.1,64
2018-10-29,39,64.9
2018-10-30,35.1,64.9
2018-10-31,42.1,72
2018-11-01,55,75
2018-11-02,60.1,70
2018-11-03,39,61
2018-11-04,37,64.9
2018-11-05,54,62.1
2018-11-06,57,73.9
2018-11-07,48.9,73
2018-11-08,51.1,64.9
2018-11-09,50,53.1
2018-11-10,34,52
2018-11-11,28.2,51.1
2018-11-12,35.1,48
